system_id,timestamp,temperature,humidity,moisture,ph,ec,nitrogen,phosphorus,potassium,source_name,energy,cps,activity
Lisimeter_2,2025-08-25 21:44:52,25.37,55.24,44.71,7.2,903.0,129.0,53.0,96.0,Co-60,1286.6,256.0,1.1
Lisimeter_1,2025-08-25 21:44:53,25.71,54.03,45.22,7.13,525.0,128.0,69.0,137.0,Co-60,1322.18,261.0,1.31
Lisimeter_2,2025-08-25 21:44:54,26.01,54.82,44.77,7.21,997.0,136.0,55.0,74.0,Co-60,1300.88,243.0,1.58
Lisimeter_1,2025-08-25 21:44:55,25.34,55.28,47.51,7.15,634.0,195.0,53.0,144.0,Co-60,1245.12,254.0,1.21
Lisimeter_2,2025-08-25 21:44:56,26.12,55.06,44.37,7.23,573.0,167.0,98.0,60.0,Co-60,1172.15,246.0,1.49
Lisimeter_1,2025-08-25 21:44:57,25.54,55.85,43.57,7.16,630.0,119.0,81.0,104.0,Co-60,1189.35,239.0,1.1
Lisimeter_2,2025-08-25 21:44:58,26.01,54.23,45.26,7.24,826.0,177.0,61.0,83.0,Co-60,1303.53,237.0,1.72
Lisimeter_2,2025-08-25 21:45:00,25.97,54.46,45.31,7.11,678.0,184.0,75.0,69.0,Co-60,1185.78,231.0,2.48
Lisimeter_2,2025-08-25 21:45:02,25.87,55.69,47.05,7.22,740.0,130.0,76.0,98.0,Co-60,1311.1,234.0,2.39
Lisimeter_2,2025-08-25 21:45:04,25.1,53.95,45.07,7.23,652.0,185.0,94.0,66.0,Co-60,1285.29,219.0,1.07
Lisimeter_2,2025-08-25 21:45:06,25.31,55.68,44.85,7.27,758.0,147.0,61.0,63.0,Co-60,1276.18,218.0,2.19
Lisimeter_2,2025-08-25 21:45:08,25.52,54.14,43.42,7.2,726.0,180.0,52.0,55.0,Co-60,1285.84,219.0,2.09
Lisimeter_2,2025-08-25 21:45:10,25.48,53.73,44.16,7.12,513.0,118.0,66.0,126.0,Co-60,1218.82,219.0,2.25
Lisimeter_2,2025-08-25 21:45:12,25.01,55.19,46.43,7.12,789.0,136.0,87.0,145.0,Co-60,1285.3,217.0,1.76
Lisimeter_2,2025-08-25 21:45:14,25.13,53.67,45.15,7.11,523.0,126.0,92.0,105.0,Co-60,1285.43,207.0,1.83
Lisimeter_2,2025-08-25 21:45:16,25.21,54.9,43.21,7.21,942.0,124.0,91.0,61.0,Co-60,1307.61,199.0,1.0
Lisimeter_2,2025-08-25 21:45:18,25.01,54.55,45.13,7.27,889.0,144.0,64.0,116.0,Co-60,1226.27,203.0,1.68
Lisimeter_2,2025-08-25 21:45:20,25.04,53.24,43.85,7.26,962.0,197.0,99.0,66.0,Co-60,1187.94,200.0,1.07
Lisimeter_2,2025-08-25 21:45:22,24.89,54.43,43.04,7.2,912.0,115.0,73.0,126.0,Co-60,1327.26,197.0,2.18
Lisimeter_2,2025-08-25 21:45:24,24.98,53.1,45.62,7.2,813.0,182.0,93.0,131.0,Co-60,1263.65,202.0,1.73
Lisimeter_2,2025-08-25 21:45:26,24.36,53.15,43.29,7.23,993.0,128.0,82.0,98.0,Co-60,1225.61,201.0,1.13
Lisimeter_2,2025-08-25 21:45:28,25.24,54.18,46.46,7.13,994.0,156.0,82.0,82.0,Co-60,1237.9,208.0,1.69
Lisimeter_2,2025-08-25 21:45:30,24.76,54.71,43.82,7.19,862.0,158.0,97.0,96.0,Co-60,1247.68,205.0,2.26
Lisimeter_2,2025-08-25 21:45:32,24.29,53.41,46.6,7.14,954.0,152.0,91.0,77.0,Co-60,1192.39,197.0,2.02
Lisimeter_2,2025-08-25 21:45:34,24.71,53.61,46.37,7.2,882.0,141.0,72.0,98.0,Co-60,1218.47,195.0,2.23
Lisimeter_2,2025-08-25 21:45:36,25.17,50.7,53.3,6.96,645.0,172.0,58.0,80.0,Co-60,1289.27,248.0,2.37
Lisimeter_2,2025-08-25 21:45:38,24.9,49.53,55.69,7.03,794.0,182.0,77.0,57.0,Co-60,1255.39,250.0,2.17
Lisimeter_2,2025-08-25 21:45:40,24.87,50.64,52.97,7.08,880.0,165.0,59.0,114.0,Co-60,1215.77,258.0,2.19
Lisimeter_2,2025-08-25 21:45:42,24.86,49.76,54.45,6.95,991.0,106.0,63.0,123.0,Co-60,1270.19,251.0,1.23
Lisimeter_2,2025-08-25 21:45:44,25.7,50.59,52.76,6.98,655.0,112.0,64.0,71.0,Co-60,1176.55,266.0,2.47
Lisimeter_2,2025-08-25 21:45:46,24.89,51.56,52.5,7.09,612.0,105.0,78.0,100.0,Co-60,1195.23,256.0,1.16
Lisimeter_2,2025-08-25 21:45:48,25.07,50.39,54.69,6.98,688.0,200.0,100.0,81.0,Co-60,1240.53,272.0,2.22
Lisimeter_2,2025-08-25 21:45:50,24.95,50.25,52.4,7.12,517.0,108.0,90.0,144.0,Co-60,1268.36,277.0,2.17
Lisimeter_2,2025-08-25 21:45:52,25.26,50.72,53.91,7.06,713.0,194.0,80.0,114.0,Co-60,1288.05,255.0,2.16
Lisimeter_2,2025-08-25 21:45:54,25.34,51.16,55.67,7.01,534.0,124.0,95.0,136.0,Co-60,1247.84,256.0,1.91
Lisimeter_2,2025-08-25 21:45:56,25.27,49.43,53.25,7.08,675.0,100.0,69.0,115.0,Co-60,1277.19,255.0,1.05
Lisimeter_2,2025-08-25 21:45:58,24.77,49.23,55.32,7.07,612.0,173.0,93.0,94.0,Co-60,1227.86,243.0,1.84
Lisimeter_2,2025-08-25 21:46:00,25.54,50.34,66.28,7.04,650.0,144.0,67.0,100.0,Co-60,1297.47,261.0,2.39
Lisimeter_2,2025-08-25 21:46:02,24.72,50.72,69.72,6.95,729.0,112.0,89.0,141.0,Co-60,1207.04,247.0,1.55
Lisimeter_1,2025-08-25 21:46:14,24.79,50.93,53.17,7.1,526.0,130.0,60.0,105.0,Co-60,1175.19,259.0,1.91
Lisimeter_2,2025-08-25 21:46:15,25.17,51.08,53.24,7.02,949.0,151.0,81.0,90.0,Co-60,1217.31,244.0,2.45
Lisimeter_1,2025-08-25 21:46:16,24.9,50.38,53.96,7.02,691.0,151.0,91.0,75.0,Co-60,1269.66,263.0,1.7
Lisimeter_2,2025-08-25 21:46:17,25.14,51.49,55.41,6.93,761.0,173.0,75.0,122.0,Co-60,1247.27,269.0,2.05
Lisimeter_1,2025-08-25 21:46:18,25.12,51.19,52.87,7.02,959.0,175.0,53.0,87.0,Co-60,1269.68,260.0,1.36
Lisimeter_2,2025-08-25 21:46:19,25.2,51.75,52.55,7.0,502.0,150.0,56.0,66.0,Co-60,1197.36,270.0,2.45
Lisimeter_1,2025-08-25 21:46:20,24.92,50.84,51.84,7.12,891.0,166.0,60.0,90.0,Co-60,1285.76,278.0,1.37
Lisimeter_2,2025-08-25 21:46:21,25.53,51.58,54.65,7.09,730.0,172.0,74.0,124.0,Co-60,1188.65,282.0,2.38
Lisimeter_1,2025-08-25 21:46:22,24.94,52.14,53.17,6.99,692.0,151.0,62.0,84.0,Co-60,1284.3,276.0,1.89
Lisimeter_2,2025-08-25 21:46:23,25.03,51.81,53.49,7.11,855.0,119.0,71.0,65.0,Co-60,1252.31,288.0,1.57
Lisimeter_1,2025-08-25 21:46:24,25.36,51.57,53.86,7.0,860.0,103.0,86.0,81.0,Co-60,1237.4,286.0,1.61
Lisimeter_2,2025-08-25 21:46:25,25.63,51.99,54.05,7.11,555.0,110.0,73.0,112.0,Co-60,1280.87,283.0,1.62
Lisimeter_1,2025-08-25 21:46:26,25.5,51.46,52.19,7.09,824.0,186.0,77.0,53.0,Co-60,1186.34,288.0,1.36
Lisimeter_2,2025-08-25 21:46:27,25.75,53.09,52.61,6.97,585.0,150.0,78.0,64.0,Co-60,1309.75,294.0,1.43
Lisimeter_1,2025-08-25 21:46:28,25.63,51.84,52.22,7.08,974.0,167.0,60.0,96.0,Co-60,1239.53,299.0,1.88
Lisimeter_2,2025-08-25 21:46:29,25.26,51.93,50.01,7.08,678.0,161.0,57.0,127.0,Co-60,1289.48,299.0,2.04
Lisimeter_1,2025-08-25 21:46:30,25.85,53.1,50.08,7.09,878.0,168.0,66.0,64.0,Co-60,1186.46,297.0,1.01
Lisimeter_2,2025-08-25 21:46:31,26.04,52.8,49.9,7.11,714.0,170.0,62.0,132.0,Co-60,1242.39,293.0,2.41
Lisimeter_1,2025-08-25 21:46:32,25.34,52.99,51.78,7.09,936.0,155.0,72.0,95.0,Co-60,1207.42,298.0,2.46
Lisimeter_2,2025-08-25 21:46:33,25.92,52.25,50.15,7.0,533.0,158.0,91.0,144.0,Co-60,1189.24,307.0,2.34
Lisimeter_1,2025-08-25 21:46:34,26.32,53.49,48.9,7.07,917.0,110.0,83.0,77.0,Co-60,1273.15,291.0,1.1
Lisimeter_2,2025-08-25 21:46:35,25.39,53.8,49.88,7.17,630.0,176.0,91.0,123.0,Co-60,1325.59,301.0,1.69
Lisimeter_1,2025-08-25 21:46:36,26.05,54.1,48.1,7.06,625.0,127.0,69.0,80.0,Co-60,1269.98,307.0,2.12
Lisimeter_2,2025-08-25 21:46:37,25.73,54.37,48.32,6.99,937.0,150.0,57.0,112.0,Co-60,1224.22,304.0,1.26
Lisimeter_1,2025-08-25 21:46:38,25.69,54.55,49.46,7.1,589.0,136.0,52.0,69.0,Co-60,1329.98,307.0,1.36
Lisimeter_2,2025-08-25 21:46:39,25.53,52.94,48.75,7.06,553.0,176.0,54.0,53.0,Co-60,1204.19,299.0,2.2
Lisimeter_1,2025-08-25 21:46:40,26.14,54.01,49.15,7.19,712.0,111.0,55.0,87.0,Co-60,1295.28,298.0,2.45
Lisimeter_2,2025-08-25 21:46:41,25.52,54.22,50.75,7.01,954.0,157.0,81.0,114.0,Co-60,1199.42,306.0,1.05
Lisimeter_1,2025-08-25 21:46:42,26.19,53.44,49.88,7.2,787.0,106.0,74.0,126.0,Co-60,1173.78,302.0,2.2
Lisimeter_2,2025-08-25 21:46:43,25.67,54.25,48.71,7.04,925.0,108.0,64.0,63.0,Co-60,1260.14,305.0,1.17
Lisimeter_1,2025-08-25 21:46:44,25.87,54.54,48.42,7.1,978.0,150.0,98.0,58.0,Co-60,1218.26,299.0,2.1
Lisimeter_2,2025-08-25 21:46:45,25.57,53.56,46.86,7.18,760.0,166.0,91.0,142.0,Co-60,1220.47,293.0,2.23
Lisimeter_1,2025-08-25 21:46:46,26.15,55.23,47.25,7.08,847.0,113.0,57.0,51.0,Co-60,1310.99,298.0,2.2
Lisimeter_2,2025-08-25 21:46:47,26.3,54.76,45.95,7.18,595.0,163.0,80.0,104.0,Co-60,1271.59,294.0,2.39
Lisimeter_1,2025-08-25 21:46:48,26.44,55.46,46.49,7.04,765.0,153.0,98.0,146.0,Co-60,1232.91,287.0,2.2
Lisimeter_2,2025-08-25 21:46:49,25.72,55.25,46.75,7.03,742.0,103.0,59.0,114.0,Co-60,1299.52,293.0,1.71
Lisimeter_1,2025-08-25 21:46:50,26.26,55.25,45.3,7.07,609.0,189.0,85.0,63.0,Co-60,1282.81,291.0,2.41
Lisimeter_2,2025-08-25 21:46:51,26.09,54.74,47.05,7.14,859.0,164.0,61.0,104.0,Co-60,1176.55,279.0,1.82
Lisimeter_1,2025-08-25 21:46:52,25.92,54.69,46.72,7.18,584.0,148.0,82.0,115.0,Co-60,1218.57,276.0,1.23
Lisimeter_2,2025-08-25 21:46:53,25.94,54.92,47.74,7.14,967.0,131.0,70.0,116.0,Co-60,1273.79,284.0,2.3
Lisimeter_1,2025-08-25 21:46:54,25.84,54.63,46.36,7.11,562.0,127.0,82.0,59.0,Co-60,1302.04,275.0,1.28
Lisimeter_2,2025-08-25 21:46:55,26.09,54.96,46.97,7.22,564.0,158.0,67.0,102.0,Co-60,1276.29,265.0,1.35
Lisimeter_1,2025-08-25 21:46:56,26.22,53.98,45.74,7.14,912.0,181.0,65.0,115.0,Co-60,1247.6,276.0,2.37
Lisimeter_2,2025-08-25 21:46:57,26.3,54.99,47.75,7.24,702.0,147.0,74.0,131.0,Co-60,1309.07,271.0,2.48
Lisimeter_1,2025-08-25 21:46:58,25.41,55.63,46.55,7.06,662.0,195.0,75.0,60.0,Co-60,1302.88,251.0,2.2
Lisimeter_2,2025-08-25 21:46:59,26.19,54.61,44.56,7.19,650.0,170.0,74.0,80.0,Co-60,1184.58,249.0,1.48
Lisimeter_1,2025-08-25 21:47:00,25.36,54.55,46.88,7.15,518.0,110.0,75.0,88.0,Co-60,1223.98,257.0,1.01
Lisimeter_2,2025-08-25 21:47:01,25.41,55.62,46.59,7.19,699.0,107.0,98.0,109.0,Co-60,1287.83,256.0,1.71
Lisimeter_2,2025-08-25 21:47:03,25.32,54.1,44.92,7.13,889.0,185.0,76.0,71.0,Co-60,1321.0,240.0,2.15
Lisimeter_2,2025-08-25 21:47:05,25.85,54.48,45.99,7.19,643.0,133.0,69.0,147.0,Co-60,1307.96,236.0,1.59
Lisimeter_2,2025-08-25 21:47:07,25.24,54.88,44.74,7.13,530.0,112.0,81.0,91.0,Co-60,1277.84,241.0,2.16
Lisimeter_1,2025-08-25 22:31:47,25.22,50.65,55.41,7.02,657.0,190.0,92.0,50.0,Co-60,1199.15,256.0,2.41
Lisimeter_1,2025-08-25 22:31:49,25.65,50.29,52.66,7.07,560.0,161.0,81.0,116.0,Co-60,1211.61,256.0,2.41
Lisimeter_2,2025-08-25 22:31:50,25.22,51.48,54.3,7.05,617.0,186.0,77.0,87.0,Co-60,1301.65,266.0,1.52
Lisimeter_1,2025-08-25 22:31:52,25.4,50.74,54.95,7.05,745.0,177.0,58.0,66.0,Co-60,1246.09,263.0,2.08
Lisimeter_2,2025-08-25 22:31:52,25.54,52.15,53.19,7.11,723.0,166.0,61.0,130.0,Co-60,1195.24,266.0,2.29
Lisimeter_1,2025-08-25 22:31:54,25.38,50.54,51.44,6.97,907.0,163.0,66.0,136.0,Co-60,1270.24,284.0,1.92
Lisimeter_2,2025-08-25 22:31:54,25.34,51.96,51.8,7.1,527.0,156.0,91.0,124.0,Co-60,1250.64,288.0,1.36
Lisimeter_1,2025-08-25 22:31:56,25.05,52.13,51.85,7.01,625.0,199.0,59.0,127.0,Co-60,1308.05,291.0,1.16
Lisimeter_2,2025-08-25 22:31:56,25.88,51.92,50.21,6.95,841.0,136.0,95.0,120.0,Co-60,1256.52,282.0,1.01
Lisimeter_2,2025-08-25 22:31:59,25.28,53.15,49.52,7.06,810.0,169.0,89.0,120.0,Co-60,1266.47,296.0,1.98
Lisimeter_2,2025-08-25 22:32:01,26.06,52.45,51.13,7.13,700.0,117.0,84.0,58.0,Co-60,1326.43,293.0,1.18
Lisimeter_2,2025-08-25 22:32:03,26.24,53.45,52.83,7.15,534.0,181.0,96.0,141.0,Co-60,1316.14,298.0,1.86
Lisimeter_1,2025-08-25 22:32:08,25.59,53.37,48.27,6.99,731.0,116.0,73.0,140.0,Co-60,1276.42,288.0,1.52
Lisimeter_1,2025-08-25 22:32:10,25.5,52.28,50.95,7.17,524.0,126.0,96.0,96.0,Co-60,1292.05,292.0,1.14
Lisimeter_2,2025-08-25 22:32:10,26.24,53.3,51.62,7.09,890.0,170.0,87.0,102.0,Co-60,1271.37,305.0,1.28
Lisimeter_1,2025-08-25 22:32:12,26.27,53.12,48.33,7.03,787.0,149.0,57.0,58.0,Co-60,1313.74,295.0,2.18
Lisimeter_2,2025-08-25 22:32:12,26.23,53.16,50.2,7.07,758.0,144.0,69.0,94.0,Co-60,1272.01,295.0,1.52
Lisimeter_1,2025-08-25 22:32:14,26.36,53.23,47.2,7.16,611.0,191.0,52.0,74.0,Co-60,1196.47,306.0,1.76
Lisimeter_2,2025-08-25 22:32:14,25.72,53.64,49.23,7.15,721.0,159.0,74.0,87.0,Co-60,1320.17,290.0,1.16
Lisimeter_1,2025-08-25 22:32:16,26.16,54.86,49.69,7.0,729.0,147.0,85.0,147.0,Co-60,1231.65,294.0,2.38
Lisimeter_2,2025-08-25 22:32:16,25.52,54.27,49.89,7.08,646.0,153.0,88.0,127.0,Co-60,1231.96,293.0,1.28
Lisimeter_1,2025-08-25 22:32:18,26.16,54.7,46.62,7.08,604.0,105.0,64.0,138.0,Co-60,1266.95,290.0,1.99
Lisimeter_2,2025-08-25 22:32:19,25.99,54.33,46.58,7.09,877.0,134.0,51.0,148.0,Co-60,1300.95,299.0,1.81
Lisimeter_1,2025-08-25 22:32:20,25.55,54.9,47.61,7.03,641.0,146.0,72.0,94.0,Co-60,1269.28,285.0,1.35
Lisimeter_2,2025-08-25 22:32:21,26.03,53.75,48.04,7.09,728.0,107.0,65.0,54.0,Co-60,1300.52,298.0,2.1
Lisimeter_1,2025-08-25 22:32:22,26.3,53.47,48.07,7.07,586.0,141.0,81.0,88.0,Co-60,1260.0,285.0,1.29
Lisimeter_2,2025-08-25 22:32:23,26.23,54.7,48.43,7.04,727.0,112.0,72.0,142.0,Co-60,1224.96,283.0,1.11
Lisimeter_1,2025-08-25 22:32:24,25.85,54.46,46.59,7.2,724.0,149.0,99.0,108.0,Co-60,1237.5,281.0,1.65
Lisimeter_2,2025-08-25 22:32:25,25.8,54.56,46.4,7.07,844.0,183.0,91.0,124.0,Co-60,1231.32,277.0,1.39
Lisimeter_1,2025-08-25 22:32:27,25.97,54.08,45.57,7.19,717.0,145.0,93.0,131.0,Co-60,1298.61,290.0,2.43
Lisimeter_2,2025-08-25 22:32:27,26.2,55.33,45.83,7.15,679.0,169.0,77.0,117.0,Co-60,1248.97,285.0,1.03
Lisimeter_1,2025-08-25 22:32:29,25.86,54.31,48.57,7.21,534.0,154.0,84.0,114.0,Co-60,1313.41,283.0,1.07
Lisimeter_2,2025-08-25 22:32:29,25.52,55.61,47.51,7.17,989.0,161.0,96.0,67.0,Co-60,1311.11,280.0,2.36
Lisimeter_1,2025-08-25 22:32:31,26.03,53.96,48.04,7.13,858.0,116.0,71.0,130.0,Co-60,1222.1,266.0,1.18
Lisimeter_2,2025-08-25 22:32:31,25.86,54.66,46.58,7.21,890.0,127.0,52.0,140.0,Co-60,1263.64,260.0,2.23
Lisimeter_1,2025-08-25 22:32:33,25.62,54.97,45.37,7.17,928.0,111.0,52.0,97.0,Co-60,1285.42,255.0,1.72
Lisimeter_2,2025-08-25 22:32:33,25.92,55.63,46.67,7.12,684.0,158.0,53.0,142.0,Co-60,1177.31,258.0,1.65
Lisimeter_1,2025-08-25 22:32:35,25.83,55.57,44.35,7.12,527.0,111.0,94.0,130.0,Co-60,1294.51,251.0,1.89
Lisimeter_2,2025-08-25 22:32:36,25.83,54.57,45.52,7.2,814.0,197.0,74.0,128.0,Co-60,1292.46,255.0,2.25
Lisimeter_1,2025-08-25 22:32:37,26.04,54.04,45.98,7.14,674.0,180.0,72.0,127.0,Co-60,1183.72,253.0,1.65
Lisimeter_2,2025-08-25 22:32:38,25.35,55.08,47.26,7.13,723.0,121.0,91.0,58.0,Co-60,1181.85,239.0,2.27
Lisimeter_1,2025-08-25 22:32:39,25.48,54.32,44.5,7.24,918.0,142.0,95.0,56.0,Co-60,1197.55,252.0,2.48
Lisimeter_2,2025-08-25 22:32:40,25.96,54.04,46.14,7.19,757.0,160.0,65.0,85.0,Co-60,1200.69,242.0,1.68
Lisimeter_1,2025-08-25 22:32:41,25.79,55.31,47.14,7.19,548.0,133.0,59.0,90.0,Co-60,1177.69,227.0,1.66
Lisimeter_2,2025-08-25 22:32:42,25.51,54.6,44.76,7.22,738.0,162.0,59.0,124.0,Co-60,1219.27,241.0,2.32
Lisimeter_1,2025-08-25 22:32:43,25.38,54.29,45.25,7.13,650.0,115.0,90.0,74.0,Co-60,1266.72,230.0,1.52
Lisimeter_2,2025-08-25 22:32:44,25.06,54.28,43.56,7.25,887.0,189.0,88.0,96.0,Co-60,1252.89,221.0,2.32
Lisimeter_1,2025-08-25 22:32:46,25.57,55.19,45.52,7.14,632.0,111.0,68.0,93.0,Co-60,1328.81,217.0,1.41
Lisimeter_2,2025-08-25 22:32:46,24.92,55.09,43.26,7.25,960.0,154.0,93.0,109.0,Co-60,1236.72,215.0,1.93
Lisimeter_1,2025-08-25 22:32:48,25.41,54.52,43.71,7.09,719.0,197.0,63.0,85.0,Co-60,1177.16,220.0,2.34
Lisimeter_2,2025-08-25 22:32:48,25.56,55.49,44.82,7.16,512.0,110.0,66.0,119.0,Co-60,1242.66,222.0,2.14
Lisimeter_1,2025-08-25 22:32:50,24.73,54.98,45.8,7.21,566.0,136.0,72.0,81.0,Co-60,1178.24,208.0,2.4
Lisimeter_2,2025-08-25 22:32:50,25.38,54.41,43.62,7.28,783.0,152.0,66.0,114.0,Co-60,1231.51,214.0,1.91
Lisimeter_1,2025-08-25 22:32:52,24.95,54.64,43.4,7.27,718.0,118.0,96.0,80.0,Co-60,1218.03,210.0,1.03
Lisimeter_2,2025-08-25 22:32:52,25.21,54.96,45.81,7.26,827.0,134.0,56.0,57.0,Co-60,1284.98,205.0,1.9
Lisimeter_1,2025-08-25 22:32:54,24.74,53.89,45.75,7.23,826.0,148.0,97.0,133.0,Co-60,1209.59,204.0,1.96
Lisimeter_2,2025-08-25 22:32:55,25.44,54.04,44.56,7.25,740.0,151.0,71.0,82.0,Co-60,1253.58,202.0,1.07
Lisimeter_1,2025-08-25 22:32:56,25.06,54.11,43.13,7.16,823.0,193.0,64.0,68.0,Co-60,1176.98,204.0,2.03
Lisimeter_2,2025-08-25 22:32:57,25.18,54.38,45.04,7.28,536.0,135.0,57.0,147.0,Co-60,1328.44,192.0,1.1
Lisimeter_1,2025-08-25 22:32:58,25.04,53.12,45.21,7.19,753.0,176.0,54.0,118.0,Co-60,1296.81,207.0,2.42
Lisimeter_2,2025-08-25 22:32:59,24.69,53.0,43.55,7.1,868.0,107.0,61.0,115.0,Co-60,1225.87,195.0,1.81
Lisimeter_1,2025-08-25 22:33:00,25.06,53.27,44.94,7.25,548.0,189.0,74.0,135.0,Co-60,1320.54,192.0,2.38
Lisimeter_1,2025-08-25 22:35:39,24.56,51.99,46.01,7.18,606.0,194.0,78.0,112.0,Co-60,1195.26,217.0,1.35
Lisimeter_1,2025-08-25 22:35:41,24.58,52.14,46.89,7.12,732.0,163.0,82.0,148.0,Co-60,1199.65,211.0,2.47
Lisimeter_2,2025-08-25 22:35:41,24.41,50.75,44.79,7.25,538.0,112.0,56.0,109.0,Co-60,1276.4,217.0,1.89
Lisimeter_1,2025-08-25 22:35:43,23.8,50.23,45.6,7.22,679.0,116.0,93.0,148.0,Co-60,1299.32,234.0,1.12
Lisimeter_2,2025-08-25 22:35:43,24.53,51.73,46.61,7.18,610.0,193.0,55.0,99.0,Co-60,1201.73,237.0,2.45
Lisimeter_1,2025-08-25 22:35:45,24.21,51.71,48.93,7.14,881.0,198.0,81.0,85.0,Co-60,1192.77,231.0,1.22
Lisimeter_2,2025-08-25 22:35:46,23.93,49.95,46.33,7.26,531.0,115.0,73.0,85.0,Co-60,1271.72,241.0,1.28
Lisimeter_1,2025-08-25 22:35:47,24.42,50.06,46.82,7.13,576.0,151.0,67.0,83.0,Co-60,1285.64,247.0,1.58
Lisimeter_2,2025-08-25 22:35:48,24.43,51.34,46.83,7.17,662.0,113.0,61.0,140.0,Co-60,1214.01,245.0,1.98
Lisimeter_1,2025-08-25 22:35:50,24.41,50.16,48.0,7.22,573.0,143.0,85.0,85.0,Co-60,1247.51,254.0,1.88
Lisimeter_2,2025-08-25 22:35:50,24.48,49.83,48.94,7.12,588.0,157.0,71.0,122.0,Co-60,1217.62,257.0,1.65
Lisimeter_1,2025-08-25 22:35:52,24.28,49.99,48.38,7.15,932.0,101.0,96.0,116.0,Co-60,1292.37,254.0,1.84
Lisimeter_2,2025-08-25 22:35:52,24.01,50.16,47.96,7.16,705.0,193.0,66.0,106.0,Co-60,1307.42,253.0,2.0
Lisimeter_1,2025-08-25 22:35:54,23.79,49.85,50.17,7.11,900.0,126.0,60.0,145.0,Co-60,1280.9,267.0,2.13
Lisimeter_2,2025-08-25 22:35:54,23.85,49.63,50.04,7.17,976.0,154.0,69.0,57.0,Co-60,1206.55,262.0,1.02
Lisimeter_1,2025-08-25 22:35:56,23.61,48.56,48.66,7.16,993.0,137.0,87.0,57.0,Co-60,1323.28,267.0,1.92
Lisimeter_2,2025-08-25 22:35:56,24.5,48.91,47.76,7.19,696.0,152.0,51.0,145.0,Co-60,1176.67,269.0,1.47
Lisimeter_1,2025-08-25 22:35:58,23.89,47.91,49.88,7.16,558.0,115.0,97.0,130.0,Co-60,1229.93,273.0,1.29
Lisimeter_2,2025-08-25 22:35:59,23.93,49.37,48.72,7.2,610.0,115.0,73.0,69.0,Co-60,1251.71,284.0,1.33
Lisimeter_1,2025-08-25 22:36:00,24.5,49.4,50.67,7.17,674.0,186.0,95.0,86.0,Co-60,1202.28,277.0,2.05
Lisimeter_2,2025-08-25 22:36:01,24.06,49.12,49.27,7.26,614.0,135.0,86.0,52.0,Co-60,1186.85,286.0,1.7
Lisimeter_1,2025-08-25 22:36:03,24.36,48.14,50.8,7.25,667.0,122.0,71.0,90.0,Co-60,1202.56,292.0,2.47
Lisimeter_2,2025-08-25 22:36:03,24.21,47.52,50.75,7.23,639.0,166.0,98.0,118.0,Co-60,1323.94,281.0,2.27
Lisimeter_1,2025-08-25 22:36:05,23.72,48.04,50.4,7.22,1000.0,102.0,71.0,78.0,Co-60,1278.6,293.0,2.47
Lisimeter_2,2025-08-25 22:36:05,24.26,47.27,50.04,7.21,646.0,154.0,51.0,110.0,Co-60,1203.98,283.0,2.31
Lisimeter_1,2025-08-25 22:36:07,24.71,47.95,51.84,7.1,957.0,163.0,74.0,118.0,Co-60,1217.43,283.0,1.22
Lisimeter_2,2025-08-25 22:36:07,23.94,47.04,52.13,7.18,761.0,195.0,90.0,66.0,Co-60,1189.69,290.0,1.66
Lisimeter_1,2025-08-25 22:36:09,24.82,47.3,49.55,7.25,923.0,128.0,57.0,73.0,Co-60,1281.2,299.0,1.99
Lisimeter_2,2025-08-25 22:36:09,24.33,47.68,50.28,7.16,658.0,171.0,95.0,120.0,Co-60,1203.08,296.0,1.27
Lisimeter_1,2025-08-25 22:36:11,24.01,47.46,53.44,7.18,521.0,137.0,53.0,85.0,Co-60,1189.27,299.0,1.51
Lisimeter_2,2025-08-25 22:36:12,24.54,47.33,53.22,7.11,926.0,157.0,54.0,137.0,Co-60,1192.37,288.0,2.03
Lisimeter_1,2025-08-25 22:36:13,24.55,46.19,52.05,7.22,764.0,169.0,69.0,61.0,Co-60,1241.09,307.0,2.22
Lisimeter_2,2025-08-25 22:36:14,24.94,45.73,53.81,7.16,615.0,113.0,58.0,138.0,Co-60,1259.67,292.0,1.56
Lisimeter_1,2025-08-25 22:36:15,24.43,45.75,51.06,7.19,978.0,160.0,89.0,97.0,Co-60,1266.63,304.0,2.32
Lisimeter_2,2025-08-25 22:36:16,24.78,46.46,51.53,7.22,874.0,149.0,62.0,88.0,Co-60,1227.36,307.0,1.65
Lisimeter_1,2025-08-25 22:36:18,24.2,46.78,52.34,7.08,757.0,148.0,59.0,63.0,Co-60,1185.16,290.0,1.95
Lisimeter_2,2025-08-25 22:36:18,24.24,46.8,55.26,7.14,767.0,147.0,57.0,141.0,Co-60,1259.82,292.0,1.42
Lisimeter_1,2025-08-25 22:36:20,24.81,46.56,55.28,7.18,682.0,110.0,75.0,129.0,Co-60,1211.74,298.0,1.83
Lisimeter_2,2025-08-25 22:36:20,25.2,46.53,55.21,7.2,793.0,170.0,78.0,76.0,Co-60,1246.25,290.0,1.3
Lisimeter_1,2025-08-25 22:36:22,25.05,45.52,56.23,7.2,754.0,101.0,83.0,61.0,Co-60,1321.39,290.0,1.65
Lisimeter_2,2025-08-25 22:36:22,24.49,45.43,56.26,7.04,557.0,194.0,59.0,95.0,Co-60,1222.76,297.0,2.04
